obj,delta_deg,seed,condition,progress,max_track_err,quality_frac,peak_force,f_max_used
46889,0.0,726958,gripper_matched_fmax,1.0759246735952377,0.2229239691071428,0.0,99.78798310321616,57.61261890653168
46889,0.0,1075621,gripper_matched_fmax,1.008184176708836,0.12070098771373808,0.0,99.78798310321616,57.61261890653168
46889,0.0,587108,gripper_matched_fmax,1.016865404916733,0.13888648790932467,0.0,99.78798310321616,57.61261890653168
46889,0.0,507375,gripper_matched_fmax,1.0145267528169795,0.12947032351863028,0.0,99.78798310321616,57.61261890653168
46889,0.0,257132,gripper_matched_fmax,1.0165288317632857,0.12866689839781445,0.0,99.78798310321616,57.61261890653168
46889,0.0,292274,gripper_matched_fmax,1.002208000176656,0.1486819948818135,0.0,99.78798310321616,57.61261890653168
46889,0.0,830820,gripper_matched_fmax,1.0141443137662933,0.1215448045428036,0.0,99.78798310321616,57.61261890653168
46889,0.0,850688,gripper_matched_fmax,1.0441927024354833,0.14062692702772828,0.0,99.78798310321616,57.61261890653168
46889,0.0,126293,gripper_matched_fmax,1.0141541888017345,0.13469253290652275,0.0,99.78798310321616,57.61261890653168
46889,0.0,278920,gripper_matched_fmax,1.0137396376014987,0.12433737409597463,0.0,99.78798310321616,57.61261890653168
46889,5.0,630894,gripper_matched_fmax,1.1278276897489437,0.19910492682052186,0.0,99.78798310321616,57.61261890653168
46889,5.0,99497,gripper_matched_fmax,1.1080878995428929,0.1651024757503112,0.0,99.78798310321616,57.61261890653168
46889,5.0,1012947,gripper_matched_fmax,1.0558480971565876,0.15673706980549545,0.0,99.78798310321616,57.61261890653168
46889,5.0,632786,gripper_matched_fmax,0.1588091595615019,0.3042648805739617,0.7394957983193278,99.78798310321616,57.61261890653168
46889,5.0,347360,gripper_matched_fmax,0.9487924377005016,0.11192803419712957,0.0,99.78798310321616,57.61261890653168
46889,5.0,991670,gripper_matched_fmax,1.038969839028945,0.11024196001516595,0.0,99.78798310321616,57.61261890653168
46889,5.0,876834,gripper_matched_fmax,0.9948231347741191,0.12369932078853489,0.0,99.78798310321616,57.61261890653168
46889,5.0,473067,gripper_matched_fmax,0.9733442348704812,0.11350598670908678,0.0,99.78798310321616,57.61261890653168
46889,5.0,798913,gripper_matched_fmax,0.977143212050326,0.11275293673346727,0.0,99.78798310321616,57.61261890653168
46889,5.0,750773,gripper_matched_fmax,1.0706813853390087,0.14410832792935496,0.0,99.78798310321616,57.61261890653168
46889,10.0,825020,gripper_matched_fmax,0.9834729597747286,0.24227163603247953,0.0,99.78798310321616,57.61261890653168
46889,10.0,594317,gripper_matched_fmax,1.0661227833150735,0.1690800541675905,0.0,99.78798310321616,57.61261890653168
46889,10.0,315374,gripper_matched_fmax,0.8716318158918712,0.09658032005875826,0.0,99.78798310321616,57.61261890653168
46889,10.0,350824,gripper_matched_fmax,0.9156162627256668,0.11995411911341383,0.0,99.78798310321616,57.61261890653168
46889,10.0,215114,gripper_matched_fmax,1.1282926104301716,0.14401935625010426,0.0,99.78798310321616,57.61261890653168
46889,10.0,965214,gripper_matched_fmax,0.9449522789828539,0.09679881107217701,0.0,99.78798310321616,57.61261890653168
46889,10.0,581281,gripper_matched_fmax,1.0653863866102373,0.17502828895274727,0.0,99.78798310321616,57.61261890653168
46889,10.0,931270,gripper_matched_fmax,0.5099951548327201,0.058166448710850686,0.453781512605042,99.78798310321616,57.61261890653168
46889,10.0,601372,gripper_matched_fmax,1.0645041714461536,0.2234913436683151,0.0,99.78798310321616,57.61261890653168
46889,10.0,1052973,gripper_matched_fmax,0.8815792415711596,0.0884876224185315,0.0,99.78798310321616,57.61261890653168
46889,15.0,667849,gripper_matched_fmax,1.1949089198923972,0.3113708237499767,0.0,99.78798310321616,57.61261890653168
46889,15.0,1079544,gripper_matched_fmax,0.49681197646032255,0.251820054219786,0.0,99.78798310321616,57.61261890653168
